RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThree AmericanName,MMR Current AvgPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
8668,1,7/29/2010,MANHEIM,2003,7,MERCURY,MOUNTAINEER 2WD V8,,4D SUV 4.6L,BLACK,AUTO,1,Alloy,78249,AMERICAN,MEDIUM SUV,FORD,4504,NULL,NULL,18880,30272,GA,8210,0,2040
8670,1,8/5/2010,MANHEIM,2001,9,FORD,TAURUS,SE,4D SEDAN SE,GOLD,AUTO,1,Alloy,98712,AMERICAN,MEDIUM,FORD,2000,NULL,NULL,18111,30272,GA,4575,0,1353
8713,1,8/26/2010,MANHEIM,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,90911,AMERICAN,MEDIUM,CHRYSLER,3272,NULL,NULL,18111,30272,GA,3675,0,1341
8714,1,8/26/2010,MANHEIM,2007,3,JEEP,COMPASS FWD 4C,Spo,4D SUV SPORT 2.4L,WHITE,AUTO,1,Alloy,70374,AMERICAN,SMALL SUV,CHRYSLER,9146,NULL,NULL,8172,30272,GA,6630,0,920
8717,0,9/2/2010,MANHEIM,2005,5,SCION,XA,Bas,4D HATCHBACK,SILVER,MANUAL,2,Covers,80968,OTHER ASIAN,COMPACT,OTHER,5072,NULL,NULL,18881,30272,GA,5495,0,594
8723,1,9/2/2010,MANHEIM,2005,5,DODGE,NEON,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,52203,AMERICAN,COMPACT,CHRYSLER,3158,NULL,NULL,18881,30272,GA,5695,0,588
8724,0,9/2/2010,MANHEIM,2003,7,CHEVROLET,MALIBU V6,Bas,4D SEDAN,WHITE,AUTO,2,Covers,80440,AMERICAN,MEDIUM,GM,2251,NULL,NULL,8172,30272,GA,4110,0,2712
8727,0,9/2/2010,MANHEIM,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,GREEN,AUTO,1,Alloy,65035,AMERICAN,MEDIUM,CHRYSLER,3183,NULL,NULL,18881,30272,GA,5495,0,1020
8733,0,9/9/2010,MANHEIM,2005,5,FORD,FREESTYLE AWD V6,Lim,4D CUV 3.0L LIMITED,BEIGE,AUTO,1,Alloy,82373,AMERICAN,CROSSOVER,FORD,8384,NULL,NULL,18111,30272,GA,7910,0,1763
8737,0,9/9/2010,MANHEIM,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,BLUE,AUTO,1,Alloy,76709,AMERICAN,LARGE,GM,6457,NULL,NULL,18111,30272,GA,8010,0,1974
8758,0,9/10/2010,MANHEIM,2006,4,MITSUBISHI,ENDEAVOR FWD,LS,4D SPORT UTILITY LS,RED,AUTO,1,Alloy,84837,OTHER ASIAN,MEDIUM SUV,OTHER,7461,NULL,NULL,18111,30272,GA,8010,0,594
8776,0,9/23/2010,MANHEIM,2003,7,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,RED,AUTO,2,Covers,93335,AMERICAN,SMALL SUV,FORD,4655,NULL,NULL,18111,30272,GA,7410,0,1353
8782,0,9/30/2010,MANHEIM,2005,5,PONTIAC,GRAND AM V6,GT,2D COUPE GT1,WHITE,AUTO,1,Alloy,72961,AMERICAN,MEDIUM,GM,3773,NULL,NULL,18111,30272,GA,5645,0,2208
8784,0,9/30/2010,MANHEIM,2006,4,FORD,MUSTANG V6,Bas,2D COUPE,BLUE,AUTO,1,Alloy,65640,AMERICAN,SPORTS,FORD,8524,NULL,NULL,18111,30272,GA,9560,0,728
8806,0,10/7/2010,MANHEIM,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2,Covers,75870,AMERICAN,LARGE,GM,3852,NULL,NULL,18881,30272,GA,6645,0,1974
8810,0,10/7/2010,MANHEIM,2004,6,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L,SILVER,AUTO,1,Alloy,81985,AMERICAN,VAN,GM,3418,NULL,NULL,18881,30272,GA,4975,0,5092
8831,0,10/14/2010,MANHEIM,2006,4,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.8L,RED,AUTO,1,Alloy,94484,AMERICAN,LARGE TRUCK,GM,8024,NULL,NULL,8172,30272,GA,8645,0,1341
8839,0,10/14/2010,MANHEIM,2004,6,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,1,Alloy,99176,AMERICAN,MEDIUM,CHRYSLER,3410,NULL,NULL,18111,30272,GA,4475,0,1630
8845,1,10/21/2010,MANHEIM,2006,4,SUZUKI,FORENZA,,4D SEDAN,WHITE,AUTO,2,Covers,85693,OTHER ASIAN,MEDIUM,OTHER,3623,NULL,NULL,18881,30272,GA,4975,0,594
8864,0,10/28/2010,MANHEIM,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,1,Alloy,102212,AMERICAN,LARGE,GM,7244,NULL,NULL,8172,30272,GA,7260,0,2571
8884,0,1/5/2009,MANHEIM,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,2,Covers,81139,AMERICAN,LARGE,GM,4719,NULL,NULL,16044,27542,NC,5600,0,2152
8889,1,1/12/2009,MANHEIM,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,SILVER,AUTO,1,Alloy,75357,AMERICAN,MEDIUM SUV,GM,7687,NULL,NULL,16044,27542,NC,6935,0,1389
8903,0,1/19/2009,MANHEIM,2007,2,FORD,FREESTYLE AWD V6 3.0,SEL,4D CUV 3.0L SEL,SILVER,AUTO,1,Alloy,74465,AMERICAN,CROSSOVER,FORD,12051,NULL,NULL,21973,27542,NC,7700,0,1623
8906,0,1/19/2009,MANHEIM,2004,5,FORD,EXPLORER 4WD V6 4.0L,XLS,4D SUV 4.0L FFV XLS,SILVER,AUTO,1,Alloy,74073,AMERICAN,MEDIUM SUV,FORD,5421,NULL,NULL,21973,27542,NC,6300,0,1740
8937,0,1/26/2009,MANHEIM,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,RED,AUTO,2,Covers,44020,AMERICAN,COMPACT,GM,5173,NULL,NULL,19619,27542,NC,5800,0,623
8942,0,1/26/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN,WHITE,AUTO,1,Alloy,37484,AMERICAN,MEDIUM,CHRYSLER,4680,NULL,NULL,16044,27542,NC,5600,0,882
8954,0,1/26/2009,MANHEIM,2005,4,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,82289,AMERICAN,MEDIUM,GM,7089,NULL,NULL,16044,27542,NC,6000,0,1373
8959,0,1/28/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,LS,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,49437,AMERICAN,MEDIUM SUV,GM,8296,NULL,NULL,17675,27542,NC,7200,0,1328
8967,0,2/2/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLUE,AUTO,1,Alloy,54078,AMERICAN,MEDIUM,CHRYSLER,5440,NULL,NULL,20928,27542,NC,6200,0,920
8972,0,2/2/2009,MANHEIM,2004,5,DODGE,DURANGO 4WD V8 5.7L,Lim,4D SUV 5.7L LIMITED,BLACK,AUTO,1,Alloy,84992,AMERICAN,MEDIUM SUV,CHRYSLER,8362,NULL,NULL,20928,27542,NC,8100,0,1763
8982,0,2/2/2009,MANHEIM,2004,5,FORD,FREESTAR FWD V6 3.9L,SES,4D PASSENGER 3.9L SES,BLUE,AUTO,1,Alloy,79836,AMERICAN,VAN,FORD,4396,NULL,NULL,20928,27542,NC,5000,0,1506
9008,0,2/9/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN,BLUE,AUTO,1,Alloy,54947,AMERICAN,COMPACT,GM,4906,NULL,NULL,21973,27542,NC,5500,0,671
9024,0,2/9/2009,MANHEIM,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,59439,AMERICAN,COMPACT,GM,5272,NULL,NULL,16044,27542,NC,5600,0,671
9031,0,2/9/2009,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,WHITE,AUTO,2,Covers,50154,AMERICAN,VAN,CHRYSLER,6254,NULL,NULL,16044,27542,NC,6500,0,1251
9033,0,2/9/2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,BEIGE,AUTO,2,Covers,73765,AMERICAN,MEDIUM,GM,3521,NULL,NULL,16044,27542,NC,3700,0,1155
9044,0,2/9/2009,MANHEIM,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,50829,AMERICAN,COMPACT,GM,5636,NULL,NULL,21973,27542,NC,6000,0,671
9089,0,2/16/2009,MANHEIM,2005,4,CHEVROLET,AVEO 1.6L I-4 EFI DO,LT,4D SEDAN LT,GREEN,AUTO,NULL,NULL,48587,AMERICAN,COMPACT,GM,4189,NULL,NULL,18880,27542,NC,5300,0,623
9095,0,2/16/2009,MANHEIM,2006,3,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,SILVER,AUTO,NULL,NULL,65616,AMERICAN,MEDIUM SUV,GM,9177,NULL,NULL,18880,27542,NC,8035,0,1020
9114,0,2/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,GOLD,AUTO,2,Covers,99755,AMERICAN,MEDIUM,CHRYSLER,5307,NULL,NULL,16044,27542,NC,4100,0,1341
9115,0,2/23/2009,MANHEIM,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,92546,AMERICAN,MEDIUM,CHRYSLER,3258,NULL,NULL,17675,27542,NC,3800,0,1630
9121,0,2/23/2009,MANHEIM,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L LX,MAROON,AUTO,2,Covers,80030,AMERICAN,VAN,FORD,6211,NULL,NULL,16044,27542,NC,5500,0,1633
9123,0,2/23/2009,MANHEIM,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,60701,AMERICAN,SPECIALTY,CHRYSLER,10234,NULL,NULL,17675,27542,NC,10100,0,1215
9132,0,2/23/2009,MANHEIM,2004,5,JEEP,GRAND CHEROKEE 4WD 6,Lar,4D WAGON LAREDO,GREY,AUTO,NULL,NULL,72385,AMERICAN,MEDIUM SUV,CHRYSLER,7027,NULL,NULL,17675,27542,NC,6600,0,1857
9135,0,3/23/2009,MANHEIM,2005,4,PONTIAC,VIBE 1.8L I-4 MPI,Bas,4D WAGON,WHITE,AUTO,2,Covers,53176,AMERICAN,MEDIUM,GM,6437,NULL,NULL,19619,27542,NC,7600,0,505
9136,0,3/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLUE,AUTO,1,Alloy,67196,AMERICAN,MEDIUM,CHRYSLER,5372,NULL,NULL,18111,27542,NC,5500,0,1020
9140,0,3/23/2009,MANHEIM,2005,4,FORD,ESCAPE 4WD V6 3.0L V,XLT,4D CUV 3.0L XLT,BLACK,AUTO,1,Alloy,74985,AMERICAN,SMALL SUV,FORD,7378,NULL,NULL,19619,27542,NC,7200,0,1389
9148,0,3/30/2009,MANHEIM,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,WHITE,AUTO,1,Alloy,66409,AMERICAN,MEDIUM,CHRYSLER,8180,NULL,NULL,20740,27542,NC,6900,0,825
9165,0,3/30/2009,MANHEIM,2005,4,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L LX,BLUE,AUTO,2,Covers,78486,AMERICAN,VAN,FORD,9797,NULL,NULL,17675,27542,NC,5100,0,1506
9166,0,3/30/2009,MANHEIM,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L,MAROON,AUTO,2,Covers,67877,AMERICAN,VAN,GM,0,NULL,NULL,20740,27542,NC,6400,0,1801
9168,0,4/3/2009,MANHEIM,2004,5,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,GREY,AUTO,2,Covers,80342,AMERICAN,MEDIUM,GM,2492,NULL,NULL,17675,27542,NC,3900,0,2152
9169,0,4/3/2009,MANHEIM,2002,7,FORD,F150 PICKUP 2WD V6 4,XL,REG CAB 4.2L XL,BLACK,AUTO,1,Alloy,77508,AMERICAN,LARGE TRUCK,FORD,2698,NULL,NULL,17675,27542,NC,5300,0,869
9171,0,4/6/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,GOLD,AUTO,2,Covers,46835,AMERICAN,COMPACT,GM,4794,NULL,NULL,16044,27542,NC,5735,0,623
9187,1,4/6/2009,MANHEIM,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,71310,AMERICAN,LARGE,GM,3220,NULL,NULL,16044,27542,NC,4935,0,2274
9200,0,4/13/2009,MANHEIM,2002,7,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L FFV SPORT,MAROON,AUTO,1,Alloy,90875,AMERICAN,VAN,CHRYSLER,3027,NULL,NULL,21973,27542,NC,4100,0,2218
9217,0,4/13/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,BLUE,AUTO,1,Alloy,87935,AMERICAN,MEDIUM SUV,GM,7875,NULL,NULL,18880,27542,NC,7400,0,1243
9230,0,4/13/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I-4 MPI,Bas,2D COUPE,RED,AUTO,2,Covers,41953,AMERICAN,COMPACT,GM,5258,NULL,NULL,18880,27542,NC,5400,0,623
9239,0,4/20/2009,MANHEIM,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,MAROON,AUTO,1,Alloy,77422,AMERICAN,LARGE,FORD,6266,NULL,NULL,20928,27542,NC,6800,0,1506
9244,0,4/20/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,MAROON,AUTO,2,Covers,67734,AMERICAN,MEDIUM,CHRYSLER,5569,NULL,NULL,20928,27542,NC,5100,0,1215
9251,0,4/20/2009,MANHEIM,2005,4,HYUNDAI,SANTA FE 4WD V6 2.7L,GLS,4D CUV 2.7L GLS,GREY,AUTO,1,Alloy,72725,OTHER ASIAN,MEDIUM SUV,OTHER,7068,NULL,NULL,18880,27542,NC,6900,0,1155
9256,0,4/20/2009,MANHEIM,2004,5,CHEVROLET,1500 SILVERADO PICKU,Bas,REG CAB 4.8L LS,SILVER,AUTO,1,Alloy,70998,AMERICAN,LARGE TRUCK,GM,4669,NULL,NULL,18880,27542,NC,6000,0,1155
9261,0,4/20/2009,MANHEIM,2003,6,SATURN,ION 2.0L I4 MPI,2,4D SEDAN LEVEL 2,BLUE,AUTO,2,Covers,53710,AMERICAN,MEDIUM,GM,3483,NULL,NULL,20928,27542,NC,4400,0,971
9296,0,4/20/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 4WD 6C 4,LS,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,77275,AMERICAN,MEDIUM SUV,GM,9056,NULL,NULL,18880,27542,NC,8100,0,1974
9309,0,4/27/2009,MANHEIM,2007,2,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN,WHITE,AUTO,2,Covers,56947,OTHER ASIAN,MEDIUM,OTHER,7285,NULL,NULL,19619,27542,NC,7135,0,671
9323,1,4/27/2009,MANHEIM,2003,6,CHRYSLER,TOWN & COUNTRY FWD V,EX,MINIVAN 3.8L EX,SILVER,AUTO,1,Alloy,82257,AMERICAN,VAN,CHRYSLER,4439,NULL,NULL,17675,27542,NC,5200,0,2063
9328,0,4/27/2009,MANHEIM,2002,7,PONTIAC,GRAND PRIX 3.8L V6 M,GT,2D COUPE GT,BEIGE,AUTO,1,Alloy,31182,AMERICAN,LARGE,GM,3552,NULL,NULL,19619,27542,NC,5435,0,1481
9330,0,4/27/2009,MANHEIM,2005,4,MAZDA,MPV 2WD V6 3.0L V6 M,ES,WAGON LX,SILVER,AUTO,1,Alloy,74647,OTHER ASIAN,VAN,OTHER,6663,NULL,NULL,17675,27542,NC,7000,0,1038
9332,1,4/27/2009,MANHEIM,2005,4,NISSAN,SENTRA 1.8L I4 EFI,Bas,4D SEDAN 1.8,MAROON,MANUAL,2,Covers,85773,TOP LINE ASIAN,COMPACT,OTHER,5027,NULL,NULL,17675,27542,NC,4200,0,594
9340,0,4/27/2009,MANHEIM,2002,7,LEXUS,ES300 3.0L V6 EFI,,4D SEDAN,GOLD,AUTO,1,Alloy,63477,OTHER ASIAN,SPECIALTY,OTHER,8415,NULL,NULL,17675,27542,NC,10100,0,1223
9363,0,5/4/2009,MANHEIM,2005,4,DODGE,DURANGO 4WD V8 SEFI,SLT,4D SUV 5.7L SLT,BEIGE,AUTO,1,Alloy,60126,AMERICAN,MEDIUM SUV,CHRYSLER,10188,NULL,NULL,21973,27542,NC,9500,0,1411
9367,0,5/11/2009,MANHEIM,2005,4,SUZUKI,VERONA 2.5L I6 MPI,LX,4D SEDAN EX,SILVER,AUTO,1,Alloy,48209,OTHER ASIAN,LARGE,OTHER,2888,NULL,NULL,20928,27542,NC,5000,0,764
9374,0,5/11/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,80891,AMERICAN,COMPACT,GM,4816,NULL,NULL,20928,27542,NC,4500,0,853
9377,0,5/11/2009,MANHEIM,2005,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,RED,AUTO,1,Alloy,79987,AMERICAN,COMPACT,FORD,4094,NULL,NULL,20928,27542,NC,5000,0,1155
9379,0,5/11/2009,MANHEIM,2005,4,DODGE,MAGNUM V6 3.5L V6 MP,SE,WAGON 3.5L,RED,AUTO,1,Alloy,70397,AMERICAN,SPECIALTY,CHRYSLER,8027,NULL,NULL,20928,27542,NC,9800,0,1389
9401,0,6/8/2009,MANHEIM,2006,3,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,2,Covers,70619,AMERICAN,MEDIUM,GM,7386,NULL,NULL,18880,27542,NC,5900,0,1272
9405,0,6/15/2009,MANHEIM,2006,3,CHEVROLET,HHR 2.4L I-4 MPI,LT,4D SUV 2.2L 1LT,SILVER,AUTO,1,Alloy,63526,AMERICAN,MEDIUM,GM,5878,NULL,NULL,18880,27542,NC,7300,0,728
9408,0,6/15/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,2,Covers,56973,AMERICAN,MEDIUM,CHRYSLER,5569,NULL,NULL,18880,27542,NC,5800,0,1086
9409,0,6/15/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,2,Covers,53554,AMERICAN,MEDIUM,CHRYSLER,5569,NULL,NULL,18880,27542,NC,5500,0,1086
9414,0,6/15/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,74760,AMERICAN,MEDIUM,GM,6269,NULL,NULL,18880,27542,NC,6100,0,1038
9426,0,6/15/2009,MANHEIM,2005,4,CHRYSLER,PACIFICA AWD 3.5L V6,Tou,4D SPORT,BLUE,AUTO,1,Alloy,73232,AMERICAN,CROSSOVER,CHRYSLER,6709,NULL,NULL,18880,27542,NC,9135,0,1857
9429,0,6/15/2009,MANHEIM,2001,8,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,72760,AMERICAN,MEDIUM,FORD,1853,NULL,NULL,19638,27542,NC,4000,0,1220
9431,0,6/15/2009,MANHEIM,2005,4,FORD,FREESTYLE 2WD V6 3.0,SEL,4D CUV 3.0L SEL,MAROON,AUTO,1,Alloy,68561,AMERICAN,CROSSOVER,FORD,8591,NULL,NULL,19638,27542,NC,8200,0,1313
9448,0,6/22/2009,MANHEIM,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,GREY,AUTO,2,Covers,77387,AMERICAN,SPECIALTY,CHRYSLER,9459,NULL,NULL,18111,27542,NC,9800,0,1389
9479,1,6/29/2009,MANHEIM,2003,6,PONTIAC,MONTANA 3.4L V6 EFI,,4D MINIVAN EXT 3.4L,WHITE,AUTO,1,Alloy,91522,AMERICAN,VAN,GM,3443,NULL,NULL,20928,27542,NC,4200,0,5913
9480,0,6/29/2009,MANHEIM,2002,7,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,78188,AMERICAN,MEDIUM SUV,GM,4427,NULL,NULL,20740,27542,NC,6700,0,1455
9516,0,7/13/2009,MANHEIM,2006,3,HYUNDAI,ELANTRA MFI I-4 2.0L,GLS,4D SEDAN,WHITE,AUTO,2,Covers,55628,OTHER ASIAN,MEDIUM,OTHER,5524,NULL,NULL,21973,27542,NC,5800,0,505
9551,0,7/20/2009,MANHEIM,2004,5,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,SILVER,AUTO,1,Alloy,67064,AMERICAN,LARGE,GM,4452,NULL,NULL,20928,27542,NC,5335,0,1703
9587,0,7/27/2009,MANHEIM,2006,3,SATURN,RELAY 2WD V6,,4D SPORT UTILITY LEVEL 3,GREY,AUTO,1,Alloy,74846,AMERICAN,VAN,GM,0,NULL,NULL,17675,27542,NC,6900,0,2091
9590,1,7/27/2009,MANHEIM,2005,4,FORD,ESCAPE 2WD 4C 2.3L I,XLS,4D CUV 2.3L XLS,WHITE,AUTO,1,Alloy,83810,AMERICAN,SMALL SUV,FORD,6197,NULL,NULL,17675,27542,NC,6100,0,983
9602,1,7/27/2009,MANHEIM,2004,5,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,96204,AMERICAN,MEDIUM,GM,3197,NULL,NULL,18880,27542,NC,2400,0,1774
9605,0,7/27/2009,MANHEIM,2003,6,FORD,F150 PICKUP 2WD V8 4,XL,EXT CAB 4.6L LARIAT,BLUE,AUTO,1,Alloy,89737,AMERICAN,LARGE TRUCK,FORD,0,NULL,NULL,17675,27542,NC,7000,0,1153
9609,1,8/3/2009,MANHEIM,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GREEN,AUTO,1,Alloy,98095,AMERICAN,MEDIUM,FORD,2692,NULL,NULL,21973,27542,NC,3600,0,1353
9612,0,8/3/2009,MANHEIM,2005,4,CHRYSLER,PACIFICA AWD 3.5L V6,Tou,4D SPORT TOURING,SILVER,AUTO,1,Alloy,67591,AMERICAN,CROSSOVER,CHRYSLER,7710,NULL,NULL,21973,27542,NC,9200,0,1606
9641,0,8/10/2009,MANHEIM,2005,4,DODGE,CARAVAN FWD 4C 2.4L,SE,MINIVAN 2.4L,BLUE,AUTO,2,Covers,49737,AMERICAN,VAN,CHRYSLER,4013,NULL,NULL,20928,27542,NC,5600,0,1116
9646,1,8/10/2009,MANHEIM,2004,5,FORD,EXPEDITION 2WD V8 4.,XLT,4D SUV 4.6L XLT,SILVER,AUTO,1,Alloy,73640,AMERICAN,LARGE SUV,FORD,8987,NULL,NULL,17675,27542,NC,10000,0,1038
9653,1,11/15/2010,MANHEIM,2006,4,SUZUKI,FORENZA,,4D SEDAN,SILVER,AUTO,NULL,NULL,71052,OTHER ASIAN,MEDIUM,OTHER,3632,NULL,NULL,1191,27542,NC,4775,1,569
9664,0,3/10/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,52898,AMERICAN,COMPACT,GM,4924,NULL,NULL,16044,21075,MD,5105,0,671
9683,0,3/24/2009,MANHEIM,2002,7,JEEP,LIBERTY 4WD V6 3.7L,Spo,4D SUV SPORT,BLACK,AUTO,1,Alloy,68410,AMERICAN,SMALL SUV,CHRYSLER,4865,NULL,NULL,21973,21075,MD,5435,0,1125
9701,1,4/7/2009,MANHEIM,2002,7,NISSAN,ALTIMA 2.5L I4 EFI,Bas,4D SEDAN,GREEN,AUTO,NULL,NULL,77622,TOP LINE ASIAN,MEDIUM,OTHER,4070,NULL,NULL,20740,21075,MD,6035,0,986
9702,1,4/7/2009,MANHEIM,2005,4,KIA,SORENTO 4WD 3.5L V6,EX,4D SPORT UTILITY EX,BLACK,AUTO,1,Alloy,73666,OTHER ASIAN,MEDIUM SUV,OTHER,7131,NULL,NULL,20740,21075,MD,4980,0,1857
9705,0,4/14/2009,MANHEIM,2007,2,DODGE,CALIBER 2.0L I4 SFI,Bas,4D WAGON,WHITE,AUTO,2,Covers,50921,AMERICAN,MEDIUM,CHRYSLER,7925,NULL,NULL,20740,21075,MD,5935,0,754
9710,0,4/21/2009,MANHEIM,2003,6,CHEVROLET,VENTURE FWD V6 3.4L,LS,PASSENGER 3.4L,BLUE,AUTO,2,Covers,79679,AMERICAN,VAN,GM,3646,NULL,NULL,20740,21075,MD,4200,0,4922
9712,1,4/21/2009,MANHEIM,2001,8,CHEVROLET,IMPALA 3.8L V6 MFI S,Bas,4D SEDAN,MAROON,AUTO,1,Alloy,91488,AMERICAN,LARGE,GM,2260,NULL,NULL,20740,21075,MD,4115,0,2651
9719,0,4/21/2009,MANHEIM,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,RED,AUTO,2,Covers,70231,AMERICAN,MEDIUM,CHRYSLER,2636,NULL,NULL,20740,21075,MD,4000,0,1155
9732,0,4/21/2009,MANHEIM,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,GOLD,AUTO,2,Covers,64664,AMERICAN,MEDIUM,CHRYSLER,2636,NULL,NULL,20740,21075,MD,4800,0,1020
9733,0,4/21/2009,MANHEIM,2004,5,FORD,FOCUS 2.3L I4 DOHC,ZX5,4D HATCHBACK ZX5,RED,AUTO,1,Alloy,79851,AMERICAN,COMPACT,FORD,3754,NULL,NULL,20740,21075,MD,4445,0,1155
9748,0,4/21/2009,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,WHITE,AUTO,1,Alloy,55722,AMERICAN,COMPACT,CHRYSLER,3414,NULL,NULL,20740,21075,MD,4815,0,588
9765,0,5/12/2009,MANHEIM,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,BLUE,AUTO,2,Covers,69882,AMERICAN,MEDIUM,CHRYSLER,8268,NULL,NULL,16044,21075,MD,6635,0,825
9769,0,5/19/2009,MANHEIM,2006,3,FORD,EXPEDITION 4WD V8 5.,XLT,4D SUV 5.4L XLT,WHITE,AUTO,1,Alloy,74429,AMERICAN,LARGE SUV,FORD,14627,NULL,NULL,16044,21075,MD,10800,0,1389
9777,0,5/19/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2,Covers,62189,AMERICAN,VAN,CHRYSLER,2622,NULL,NULL,16044,21075,MD,4700,0,1711
